Address,Price,Zestimate,Beds,Baths,Sqft,Year Built,Home Type,URL,Fact: Bathrooms,Fact: Bedrooms,Fact: Home type,Fact: Lot size,Fact: Price per square foot,Fact: Year built,Fact: Has garage,Fact: Parking capacity,Fact: Parking features
"3461 SE 31st Ter, Ocala, FL 34471",194900,194900,3,1,1000,1990,SINGLE_FAMILY,https://www.zillow.com/homedetails/3440-Trade-St-Deltona-FL-32738/47981194_zpid/,1,3,SingleFamily,"10,018 sqft",195,1990,FALSE,0,Garage - Attached
