Address,Price,Zestimate,Beds,Baths,Sqft,Year Built,Home Type,URL,Fact: Bathrooms,Fact: Bedrooms,Fact: Home type,Fact: Lot size,Fact: Price per square foot,Fact: Year built,Fact: Has garage,Fact: Parking capacity,Fact: Parking features
"4210 SW 6th Ave, Ocala, FL 34471",226600,226600,3,2,2450,1967,SINGLE_FAMILY,https://www.zillow.com/homedetails/4210-SW-6th-Ave-Ocala-FL-34471/45874013_zpid/,2,3,SingleFamily,0.50 Acres,92,1967,FALSE,0,Carport
