Address,Price,Zestimate,Rent Zestimate,Beds,Baths,Sqft,Year Built,Lot Size,Listing Status,Zillow URL,Fact: Bathrooms,Fact: Bedrooms,Fact: Home type,Fact: Lot size,Fact: Price per square foot,Fact: Year built,Fact: Has garage,Fact: Parking capacity,Fact: Parking features
"3440 Trade st, Deltona, Fl 32725",194900,194900,1804,3,1,1000,1990,10018,OTHER,https://www.zillow.com/homedetails/3440-Trade-St-Deltona-FL-32738/47981194_zpid/,1,3,SingleFamily,"10,018 sqft",195,1990,FALSE,0,Garage - Attached
