id,address,city,state,zip,type,purchasePrice,purchaseDate,sqFt,beds,baths,yearBuilt,estimatedRepairCost,afterRepairValue,annualTaxes,insuranceCost,zestimate,listingUrl,lotSize,hasGarage,parkingCapacity,parkingFeatures,stories,heatingType,coolingType,hasPool,improvements,repairDetails,customLinks,status,imageUrl,galleryImages,documents
17697363799153600,4210 SW 6th Ave,Ocala,FL,34471,Single Family,226600,2026-01-30,2450,3,2,1967,0,226600,0,0,226600,https://www.zillow.com/homedetails/4210-SW-6th-Ave-Ocala-FL-34471/45874013_zpid/,0.50 Acres,false,0,Carport,1,,,false,,,,Acquisition,https://picsum.photos/400/300?random=1769736379915,,
